1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
2,1
2,12
3,12
3,13
4,0
5,12
5,13
6,12
7,0
8,0
9,0
10,12
11,12
11,13
12,15
1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
2,1
2,12
3,12
3,13
4,0
5,12
5,13
6,12
7,0
8,0
9,0
10,12
11,12
11,13
12,15
1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
2,1
2,12
3,12
3,13
4,0
5,12
5,13
6,12
7,0
8,0
9,0
10,12
11,12
11,13
12,15
1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
2,1
2,12
3,12
3,13
4,0
5,12
5,13
6,12
7,0
8,0
9,0
10,12
11,12
11,13
12,15
1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
2,1
2,12
3,12
3,13
4,0
5,12
5,13
6,12
7,0
8,0
9,0
10,12
11,12
11,13
12,15
