6,1
1,2
6,2
1,3
6,3
1,4
6,4
1,5
6,5
1,6
6,6
1,7
6,7
1,8
6,8
1,9
4,9
6,9
1,11
4,11
6,11
1,13
4,13
6,13
1,14
6,14
1,15
3,15
6,15
1,16
3,16
6,16
1,17
3,17
6,17
1,18
3,18
6,18
1,19
3,19
6,19
1,20
3,20
6,20
1,21
3,21
6,21
1,22
3,22
6,22
1,23
3,23
6,23
1,24
3,24
6,24
1,25
3,25
6,25
1,26
5,26
6,26
1,27
6,27
1,28
6,28
1,29
6,29
1,30
3,30
6,30
1,31
6,31
1,32
3,32
4,32
6,32
1,33
6,33
1,34
6,34
1,35
6,35
1,36
6,36
1,37
3,37
6,37
1,38
6,38
1,41
3,41
4,41
6,41
1,42
3,42
6,42
1,43
6,43
1,44
6,44
1,45
6,45
1,46
6,46
1,47
3,47
6,47
1,48
3,48
6,48
1,52
6,52
1,53
3,53
6,53
1,54
3,54
6,54
6,1
1,2
6,2
1,3
6,3
1,4
6,4
1,5
6,5
1,6
6,6
1,7
6,7
1,8
6,8
1,9
4,9
6,9
1,11
4,11
6,11
1,13
4,13
6,13
1,14
6,14
1,15
3,15
6,15
1,16
3,16
6,16
1,17
3,17
6,17
1,18
3,18
6,18
1,19
3,19
6,19
1,20
3,20
6,20
1,21
3,21
6,21
1,22
3,22
6,22
1,23
3,23
6,23
1,24
3,24
6,24
1,25
3,25
6,25
1,26
5,26
6,26
1,27
6,27
1,28
6,28
1,29
6,29
1,30
3,30
6,30
1,31
6,31
1,32
3,32
4,32
6,32
1,33
6,33
1,34
6,34
1,35
6,35
1,36
6,36
1,37
3,37
6,37
1,38
6,38
1,41
3,41
4,41
6,41
1,42
3,42
6,42
1,43
6,43
1,44
6,44
1,45
6,45
1,46
6,46
1,47
3,47
6,47
1,48
3,48
6,48
1,52
6,52
1,53
3,53
6,53
1,54
3,54
6,54
6,1
1,2
6,2
1,3
6,3
1,4
6,4
1,5
6,5
1,6
6,6
1,7
6,7
1,8
6,8
1,9
4,9
6,9
1,11
4,11
6,11
1,13
4,13
6,13
1,14
6,14
1,15
3,15
6,15
1,16
3,16
6,16
1,17
3,17
6,17
1,18
3,18
6,18
1,19
3,19
6,19
1,20
3,20
6,20
1,21
3,21
6,21
1,22
3,22
6,22
1,23
3,23
6,23
1,24
3,24
6,24
1,25
3,25
6,25
1,26
5,26
6,26
1,27
6,27
1,28
6,28
1,29
6,29
1,30
3,30
6,30
1,31
6,31
1,32
3,32
4,32
6,32
1,33
6,33
1,34
6,34
1,35
6,35
1,36
6,36
1,37
3,37
6,37
1,38
6,38
1,41
3,41
4,41
6,41
1,42
3,42
6,42
1,43
6,43
1,44
6,44
1,45
6,45
1,46
6,46
1,47
3,47
6,47
1,48
3,48
6,48
1,52
6,52
1,53
3,53
6,53
1,54
3,54
6,54
6,1
1,2
6,2
1,3
6,3
1,4
6,4
1,5
6,5
1,6
6,6
1,7
6,7
1,8
6,8
1,9
4,9
6,9
1,11
4,11
6,11
1,13
4,13
6,13
1,14
6,14
1,15
3,15
6,15
1,16
3,16
6,16
1,17
3,17
6,17
1,18
3,18
6,18
1,19
3,19
6,19
1,20
3,20
6,20
1,21
3,21
6,21
1,22
3,22
6,22
1,23
3,23
6,23
1,24
3,24
6,24
1,25
3,25
6,25
1,26
5,26
6,26
1,27
6,27
1,28
6,28
1,29
6,29
1,30
3,30
6,30
1,31
6,31
1,32
3,32
4,32
6,32
1,33
6,33
1,34
6,34
1,35
6,35
1,36
6,36
1,37
3,37
6,37
1,38
6,38
1,41
3,41
4,41
6,41
1,42
3,42
6,42
1,43
6,43
1,44
6,44
1,45
6,45
1,46
6,46
1,47
3,47
6,47
1,48
3,48
6,48
1,52
6,52
1,53
3,53
6,53
1,54
3,54
6,54
6,1
1,2
6,2
1,3
6,3
1,4
6,4
1,5
6,5
1,6
6,6
1,7
6,7
1,8
6,8
1,9
4,9
6,9
1,11
4,11
6,11
1,13
4,13
6,13
1,14
6,14
1,15
3,15
6,15
1,16
3,16
6,16
1,17
3,17
6,17
1,18
3,18
6,18
1,19
3,19
6,19
1,20
3,20
6,20
1,21
3,21
6,21
1,22
3,22
6,22
1,23
3,23
6,23
1,24
3,24
6,24
1,25
3,25
6,25
1,26
5,26
6,26
1,27
6,27
1,28
6,28
1,29
6,29
1,30
3,30
6,30
1,31
6,31
1,32
3,32
4,32
6,32
1,33
6,33
1,34
6,34
1,35
6,35
1,36
6,36
1,37
3,37
6,37
1,38
6,38
1,41
3,41
4,41
6,41
1,42
3,42
6,42
1,43
6,43
1,44
6,44
1,45
6,45
1,46
6,46
1,47
3,47
6,47
1,48
3,48
6,48
1,52
6,52
1,53
3,53
6,53
1,54
3,54
6,54
