3,1
7,1
8,1
10,1
17,1
21,1
22,1
3,3
5,3
7,3
8,3
10,3
12,3
17,3
21,3
22,3
24,3
3,4
5,4
7,4
8,4
10,4
12,4
17,4
21,4
22,4
24,4
3,5
7,5
8,5
10,5
17,5
21,5
22,5
3,6
7,6
8,6
10,6
17,6
21,6
22,6
3,8
7,8
8,8
10,8
12,8
17,8
21,8
22,8
24,8
3,9
7,9
8,9
10,9
12,9
17,9
21,9
22,9
24,9
3,10
7,10
8,10
10,10
12,10
17,10
21,10
22,10
24,10
7,12
8,12
10,12
17,12
21,12
22,12
7,13
17,13
21,13
7,14
17,14
21,14
7,15
17,15
21,15
3,1
7,1
8,1
10,1
17,1
21,1
22,1
3,3
5,3
7,3
8,3
10,3
12,3
17,3
21,3
22,3
24,3
3,4
5,4
7,4
8,4
10,4
12,4
17,4
21,4
22,4
24,4
3,5
7,5
8,5
10,5
17,5
21,5
22,5
3,6
7,6
8,6
10,6
17,6
21,6
22,6
3,8
7,8
8,8
10,8
12,8
17,8
21,8
22,8
24,8
3,9
7,9
8,9
10,9
12,9
17,9
21,9
22,9
24,9
3,10
7,10
8,10
10,10
12,10
17,10
21,10
22,10
24,10
7,12
8,12
10,12
17,12
21,12
22,12
7,13
17,13
21,13
7,14
17,14
21,14
7,15
17,15
21,15
3,1
7,1
8,1
10,1
17,1
21,1
22,1
3,3
5,3
7,3
8,3
10,3
12,3
17,3
21,3
22,3
24,3
3,4
5,4
7,4
8,4
10,4
12,4
17,4
21,4
22,4
24,4
3,5
7,5
8,5
10,5
17,5
21,5
22,5
3,6
7,6
8,6
10,6
17,6
21,6
22,6
3,8
7,8
8,8
10,8
12,8
17,8
21,8
22,8
24,8
3,9
7,9
8,9
10,9
12,9
17,9
21,9
22,9
24,9
3,10
7,10
8,10
10,10
12,10
17,10
21,10
22,10
24,10
7,12
8,12
10,12
17,12
21,12
22,12
7,13
17,13
21,13
7,14
17,14
21,14
7,15
17,15
21,15
3,1
7,1
8,1
10,1
17,1
21,1
22,1
3,3
5,3
7,3
8,3
10,3
12,3
17,3
21,3
22,3
24,3
3,4
5,4
7,4
8,4
10,4
12,4
17,4
21,4
22,4
24,4
3,5
7,5
8,5
10,5
17,5
21,5
22,5
3,6
7,6
8,6
10,6
17,6
21,6
22,6
3,8
7,8
8,8
10,8
12,8
17,8
21,8
22,8
24,8
3,9
7,9
8,9
10,9
12,9
17,9
21,9
22,9
24,9
3,10
7,10
8,10
10,10
12,10
17,10
21,10
22,10
24,10
7,12
8,12
10,12
17,12
21,12
22,12
7,13
17,13
21,13
7,14
17,14
21,14
7,15
17,15
21,15
3,1
7,1
8,1
10,1
17,1
21,1
22,1
3,3
5,3
7,3
8,3
10,3
12,3
17,3
21,3
22,3
24,3
3,4
5,4
7,4
8,4
10,4
12,4
17,4
21,4
22,4
24,4
3,5
7,5
8,5
10,5
17,5
21,5
22,5
3,6
7,6
8,6
10,6
17,6
21,6
22,6
3,8
7,8
8,8
10,8
12,8
17,8
21,8
22,8
24,8
3,9
7,9
8,9
10,9
12,9
17,9
21,9
22,9
24,9
3,10
7,10
8,10
10,10
12,10
17,10
21,10
22,10
24,10
7,12
8,12
10,12
17,12
21,12
22,12
7,13
17,13
21,13
7,14
17,14
21,14
7,15
17,15
21,15
