7315,Material,2016-06-21 09:54:13,1235
7316,Material,2016-06-21 09:54:13,1236
7317,Material,2016-06-21 09:54:13,1237
7318,Material,2016-06-21 09:54:13,1238
7319,Location,2016-06-21 09:54:13,26
7320,Location,2016-06-21 09:54:14,27
7321,Position,2016-06-21 09:54:14,9
7322,ProductReference,2016-06-21 09:54:14,422
7323,ProductCategory,2016-06-21 09:54:14,55
7324,User,2016-06-21 09:54:14,35
7325,User,2016-06-21 09:54:14,36
7326,Material,2016-06-21 09:54:15,1239
7327,Material,2016-06-21 09:54:15,1240
7328,Material,2016-06-21 09:54:16,1241
7329,Material,2016-06-21 09:54:16,1242
7330,Location,2016-06-21 09:54:16,28
7331,Location,2016-06-21 09:54:16,29
7332,Position,2016-06-21 09:54:16,10
7333,ProductReference,2016-06-21 09:54:16,423
7334,ProductCategory,2016-06-21 09:54:16,56
7335,User,2016-06-21 09:54:16,37
7336,User,2016-06-21 09:54:16,38
7337,Material,2016-06-21 09:54:18,1243
7338,Material,2016-06-21 09:54:18,1244
7339,Material,2016-06-21 09:54:18,1245
7340,Material,2016-06-21 09:54:19,1246
7341,Location,2016-06-21 09:54:19,30
7342,Location,2016-06-21 09:54:19,31
7343,Position,2016-06-21 09:54:19,11
7344,ProductReference,2016-06-21 09:54:19,424
7345,ProductCategory,2016-06-21 09:54:19,57
7346,User,2016-06-21 09:54:19,39
7347,User,2016-06-21 09:54:19,40
7348,Material,2016-06-21 09:54:22,1247
7349,Material,2016-06-21 09:54:22,1248
7350,Material,2016-06-21 09:54:23,1249
7351,Material,2016-06-21 09:54:23,1250
7352,Location,2016-06-21 09:54:23,32
7353,Location,2016-06-21 09:54:24,33
7354,Position,2016-06-21 09:54:24,12
7355,ProductReference,2016-06-21 09:54:24,425
7356,ProductCategory,2016-06-21 09:54:24,58
7357,User,2016-06-21 09:54:24,41
7358,User,2016-06-21 09:54:24,42
7359,Material,2016-06-21 09:55:19,1251
7360,Material,2016-06-21 09:55:19,1252
7361,Material,2016-06-21 09:55:20,1253
7362,Material,2016-06-21 09:55:20,1254
7363,Location,2016-06-21 09:55:20,34
7364,Location,2016-06-21 09:55:20,35
7365,Position,2016-06-21 09:55:20,13
7366,ProductReference,2016-06-21 09:55:20,426
7367,ProductCategory,2016-06-21 09:55:20,59
7368,User,2016-06-21 09:55:20,43
7369,User,2016-06-21 09:55:20,44
7370,Material,2016-06-21 09:55:22,1255
7371,Material,2016-06-21 09:55:22,1256
7372,Material,2016-06-21 09:55:23,1257
7373,Material,2016-06-21 09:55:23,1258
7374,Location,2016-06-21 09:55:23,36
7375,Location,2016-06-21 09:55:23,37
7376,Position,2016-06-21 09:55:23,14
7377,ProductReference,2016-06-21 09:55:23,427
7378,ProductCategory,2016-06-21 09:55:23,60
7379,User,2016-06-21 09:55:23,45
7380,User,2016-06-21 09:55:23,46
7381,Material,2016-06-21 09:55:25,1259
7382,Material,2016-06-21 09:55:25,1260
7383,Material,2016-06-21 09:55:25,1261
7384,Material,2016-06-21 09:55:25,1262
7385,Location,2016-06-21 09:55:25,38
7386,Location,2016-06-21 09:55:25,39
7387,Position,2016-06-21 09:55:26,15
7388,ProductReference,2016-06-21 09:55:26,428
7389,ProductCategory,2016-06-21 09:55:26,61
7390,User,2016-06-21 09:55:26,47
7391,User,2016-06-21 09:55:26,48
7392,Material,2016-06-21 09:55:27,1263
7393,Material,2016-06-21 09:55:27,1264
7394,Material,2016-06-21 09:55:27,1265
7395,Material,2016-06-21 09:55:28,1266
7396,Location,2016-06-21 09:55:28,40
7397,Location,2016-06-21 09:55:28,41
7398,Position,2016-06-21 09:55:28,16
7399,ProductReference,2016-06-21 09:55:28,429
7400,ProductCategory,2016-06-21 09:55:28,62
7401,User,2016-06-21 09:55:28,49
7402,User,2016-06-21 09:55:28,50
7403,Material,2016-06-21 09:55:29,1267
7404,Material,2016-06-21 09:55:30,1268
7405,Material,2016-06-21 09:55:30,1269
7406,Material,2016-06-21 09:55:30,1270
7407,Location,2016-06-21 09:55:30,42
7408,Location,2016-06-21 09:55:30,43
7409,Position,2016-06-21 09:55:30,17
7410,ProductReference,2016-06-21 09:55:30,430
7411,ProductCategory,2016-06-21 09:55:30,63
7412,User,2016-06-21 09:55:30,51
7413,User,2016-06-21 09:55:30,52
7414,Material,2016-06-21 09:55:32,1271
7415,Material,2016-06-21 09:55:32,1272
7416,Material,2016-06-21 09:55:32,1273
7417,Material,2016-06-21 09:55:32,1274
7418,Location,2016-06-21 09:55:32,44
7419,Location,2016-06-21 09:55:32,45
7420,Position,2016-06-21 09:55:32,18
7421,ProductReference,2016-06-21 09:55:33,431
7422,ProductCategory,2016-06-21 09:55:33,64
7423,User,2016-06-21 09:55:33,53
7424,User,2016-06-21 09:55:33,54
7425,Material,2016-06-21 09:55:34,1275
7426,Material,2016-06-21 09:55:34,1276
7427,Material,2016-06-21 09:55:34,1277
7428,Material,2016-06-21 09:55:35,1278
7429,Location,2016-06-21 09:55:35,46
7430,Location,2016-06-21 09:55:35,47
7431,Position,2016-06-21 09:55:35,19
7432,ProductReference,2016-06-21 09:55:35,432
7433,ProductCategory,2016-06-21 09:55:35,65
7434,User,2016-06-21 09:55:35,55
7435,User,2016-06-21 09:55:35,56
7436,Material,2016-06-21 09:55:36,1279
7437,Material,2016-06-21 09:55:37,1280
7438,Material,2016-06-21 09:55:37,1281
7439,Material,2016-06-21 09:55:37,1282
7440,Location,2016-06-21 09:55:37,48
7441,Location,2016-06-21 09:55:37,49
7442,Position,2016-06-21 09:55:37,20
7443,ProductReference,2016-06-21 09:55:37,433
7444,ProductCategory,2016-06-21 09:55:37,66
7445,User,2016-06-21 09:55:37,57
7446,User,2016-06-21 09:55:37,58
7447,Material,2016-06-21 09:55:39,1283
7448,Material,2016-06-21 09:55:39,1284
7449,Material,2016-06-21 09:55:39,1285
7450,Material,2016-06-21 09:55:39,1286
7451,Location,2016-06-21 09:55:39,50
7452,Location,2016-06-21 09:55:39,51
7453,Position,2016-06-21 09:55:39,21
7454,ProductReference,2016-06-21 09:55:39,434
7455,ProductCategory,2016-06-21 09:55:40,67
7456,User,2016-06-21 09:55:40,59
7457,User,2016-06-21 09:55:40,60
7458,Material,2016-06-21 09:55:41,1287
7459,Material,2016-06-21 09:55:41,1288
7460,Material,2016-06-21 09:55:41,1289
7461,Material,2016-06-21 09:55:42,1290
7462,Location,2016-06-21 09:55:42,52
7463,Location,2016-06-21 09:55:42,53
7464,Position,2016-06-21 09:55:42,22
7465,ProductReference,2016-06-21 09:55:42,435
7466,ProductCategory,2016-06-21 09:55:42,68
7467,User,2016-06-21 09:55:42,61
7468,User,2016-06-21 09:55:42,62
7469,Material,2016-06-21 09:55:43,1291
7470,Material,2016-06-21 09:55:43,1292
7471,Material,2016-06-21 09:55:44,1293
7472,Material,2016-06-21 09:55:44,1294
7473,Location,2016-06-21 09:55:44,54
7474,Location,2016-06-21 09:55:44,55
7475,Position,2016-06-21 09:55:44,23
7476,ProductReference,2016-06-21 09:55:44,436
7477,ProductCategory,2016-06-21 09:55:44,69
7478,User,2016-06-21 09:55:44,63
7479,User,2016-06-21 09:55:44,64
7480,Material,2016-06-21 09:55:46,1295
7481,Material,2016-06-21 09:55:46,1296
7482,Material,2016-06-21 09:55:46,1297
7483,Material,2016-06-21 09:55:46,1298
7484,Location,2016-06-21 09:55:46,56
7485,Location,2016-06-21 09:55:46,57
7486,Position,2016-06-21 09:55:46,24
7487,ProductReference,2016-06-21 09:55:46,437
7488,ProductCategory,2016-06-21 09:55:46,70
7489,User,2016-06-21 09:55:46,65
7490,User,2016-06-21 09:55:46,66
7491,Location,2016-06-21 09:55:47,59
7492,Location,2016-06-21 09:55:47,58
7493,Location,2016-06-21 09:55:47,60
7494,Position,2016-06-21 09:55:47,1
7495,Location,2016-06-21 09:55:47,61
7496,Location,2016-06-21 09:55:47,62
7497,Location,2016-06-21 09:55:48,63
7498,Material,2016-06-21 09:55:49,1299
7499,Material,2016-06-21 09:55:49,1300
7500,Material,2016-06-21 09:55:49,1301
7501,Material,2016-06-21 09:55:49,1302
7502,Location,2016-06-21 09:55:49,64
7503,Location,2016-06-21 09:55:49,65
7504,Position,2016-06-21 09:55:49,26
7505,ProductReference,2016-06-21 09:55:50,438
7506,ProductCategory,2016-06-21 09:55:50,71
7507,User,2016-06-21 09:55:50,67
7508,User,2016-06-21 09:55:50,68
7509,Material,2016-06-21 09:55:51,1303
7510,Material,2016-06-21 09:55:51,1304
7511,Material,2016-06-21 09:55:51,1305
7512,Material,2016-06-21 09:55:52,1306
7513,Location,2016-06-21 09:55:52,66
7514,Location,2016-06-21 09:55:52,67
7515,Position,2016-06-21 09:55:52,27
7516,ProductReference,2016-06-21 09:55:52,439
7517,ProductCategory,2016-06-21 09:55:52,72
7518,User,2016-06-21 09:55:52,69
7519,User,2016-06-21 09:55:52,70
7520,Material,2016-06-21 09:55:54,1307
7521,Material,2016-06-21 09:55:54,1308
7522,Material,2016-06-21 09:55:54,1309
7523,Material,2016-06-21 09:55:54,1310
7524,Location,2016-06-21 09:55:54,68
7525,Location,2016-06-21 09:55:54,69
7526,Position,2016-06-21 09:55:54,28
7527,ProductReference,2016-06-21 09:55:55,440
7528,ProductCategory,2016-06-21 09:55:55,73
7529,User,2016-06-21 09:55:55,71
7530,User,2016-06-21 09:55:55,72
7531,Material,2016-06-21 09:56:00,1311
7532,Material,2016-06-21 09:56:01,1312
7533,Material,2016-06-21 09:56:01,1313
7534,Material,2016-06-21 09:56:01,1314
7535,Location,2016-06-21 09:56:01,70
7536,Location,2016-06-21 09:56:01,71
7537,Position,2016-06-21 09:56:01,29
7538,ProductReference,2016-06-21 09:56:01,441
7539,ProductCategory,2016-06-21 09:56:01,74
7540,User,2016-06-21 09:56:01,73
7541,User,2016-06-21 09:56:01,74
7542,Material,2016-06-21 09:56:16,1315
7543,Material,2016-06-21 09:56:16,1316
7544,Material,2016-06-21 09:56:16,1317
7545,Material,2016-06-21 09:56:16,1318
7546,Location,2016-06-21 09:56:16,72
7547,Location,2016-06-21 09:56:17,73
7548,Position,2016-06-21 09:56:17,30
7549,ProductReference,2016-06-21 09:56:17,442
7550,ProductCategory,2016-06-21 09:56:17,75
7551,User,2016-06-21 09:56:17,75
7552,User,2016-06-21 09:56:17,76
7553,Material,2016-06-21 09:56:18,1319
7554,Material,2016-06-21 09:56:18,1320
7555,Material,2016-06-21 09:56:18,1321
7556,Material,2016-06-21 09:56:19,1322
7557,Location,2016-06-21 09:56:19,74
7558,Location,2016-06-21 09:56:19,75
7559,Position,2016-06-21 09:56:19,31
7560,ProductReference,2016-06-21 09:56:19,443
7561,ProductCategory,2016-06-21 09:56:19,76
7562,User,2016-06-21 09:56:19,77
7563,User,2016-06-21 09:56:19,78
7564,Material,2016-06-21 09:56:20,1323
7565,Material,2016-06-21 09:56:20,1324
7566,Material,2016-06-21 09:56:20,1325
7567,Material,2016-06-21 09:56:21,1326
7568,Location,2016-06-21 09:56:21,76
7569,Location,2016-06-21 09:56:21,77
7570,Position,2016-06-21 09:56:21,32
7571,ProductReference,2016-06-21 09:56:21,444
7572,ProductCategory,2016-06-21 09:56:21,77
7573,User,2016-06-21 09:56:21,79
7574,User,2016-06-21 09:56:21,80
7575,Material,2016-06-21 09:56:22,1327
7576,Material,2016-06-21 09:56:22,1328
7577,Material,2016-06-21 09:56:23,1329
7578,Material,2016-06-21 09:56:23,1330
7579,Location,2016-06-21 09:56:23,78
7580,Location,2016-06-21 09:56:23,79
7581,Position,2016-06-21 09:56:23,33
7582,ProductReference,2016-06-21 09:56:23,445
7583,ProductCategory,2016-06-21 09:56:23,78
7584,User,2016-06-21 09:56:23,81
7585,User,2016-06-21 09:56:23,82
7586,Material,2016-06-21 09:56:24,1331
7587,Material,2016-06-21 09:56:25,1332
7588,Material,2016-06-21 09:56:25,1333
7589,Material,2016-06-21 09:56:25,1334
7590,Location,2016-06-21 09:56:25,80
7591,Location,2016-06-21 09:56:25,81
7592,Position,2016-06-21 09:56:25,34
7593,ProductReference,2016-06-21 09:56:25,446
7594,ProductCategory,2016-06-21 09:56:25,79
7595,User,2016-06-21 09:56:25,83
7596,User,2016-06-21 09:56:25,84
7597,Material,2016-06-21 09:56:28,1335
7598,Material,2016-06-21 09:56:29,1336
7599,Material,2016-06-21 09:56:29,1337
7600,Material,2016-06-21 09:56:29,1338
7601,Location,2016-06-21 09:56:29,82
7602,Location,2016-06-21 09:56:29,83
7603,Position,2016-06-21 09:56:29,35
7604,ProductReference,2016-06-21 09:56:29,447
7605,ProductCategory,2016-06-21 09:56:29,80
7606,User,2016-06-21 09:56:29,85
7607,User,2016-06-21 09:56:29,86
7608,Material,2016-06-21 09:56:34,1339
7609,Material,2016-06-21 09:56:34,1340
7610,Material,2016-06-21 09:56:34,1341
7611,Material,2016-06-21 09:56:34,1342
7612,Location,2016-06-21 09:56:34,84
7613,Location,2016-06-21 09:56:34,85
7614,Position,2016-06-21 09:56:34,36
7615,ProductReference,2016-06-21 09:56:34,448
7616,ProductCategory,2016-06-21 09:56:34,81
7617,User,2016-06-21 09:56:34,87
7618,User,2016-06-21 09:56:34,88
7619,Material,2016-06-21 09:56:36,1343
7620,Material,2016-06-21 09:56:36,1344
7621,Material,2016-06-21 09:56:36,1345
7622,Material,2016-06-21 09:56:36,1346
7623,Location,2016-06-21 09:56:36,86
7624,Location,2016-06-21 09:56:36,87
7625,Position,2016-06-21 09:56:36,37
7626,ProductReference,2016-06-21 09:56:36,449
7627,ProductCategory,2016-06-21 09:56:37,82
7628,User,2016-06-21 09:56:37,89
7629,User,2016-06-21 09:56:37,90
7630,Material,2016-06-21 09:56:41,1347
7631,Material,2016-06-21 09:56:41,1348
7632,Material,2016-06-21 09:56:41,1349
7633,Material,2016-06-21 09:56:41,1350
7634,Location,2016-06-21 09:56:41,88
7635,Location,2016-06-21 09:56:41,89
7636,Position,2016-06-21 09:56:42,38
7637,ProductReference,2016-06-21 09:56:42,450
7638,ProductCategory,2016-06-21 09:56:42,83
7639,User,2016-06-21 09:56:42,91
7640,User,2016-06-21 09:56:42,92
7641,Material,2016-06-21 09:56:45,1351
7642,Material,2016-06-21 09:56:45,1352
7643,Material,2016-06-21 09:56:45,1353
7644,Material,2016-06-21 09:56:45,1354
7645,Location,2016-06-21 09:56:46,90
7646,Location,2016-06-21 09:56:46,91
7647,Position,2016-06-21 09:56:46,39
7648,ProductReference,2016-06-21 09:56:46,451
7649,ProductCategory,2016-06-21 09:56:46,84
7650,User,2016-06-21 09:56:46,93
7651,User,2016-06-21 09:56:46,94
7652,Material,2016-06-21 09:56:47,1355
7653,Material,2016-06-21 09:56:47,1356
7654,Material,2016-06-21 09:56:47,1357
7655,Material,2016-06-21 09:56:48,1358
7656,Location,2016-06-21 09:56:48,92
7657,Location,2016-06-21 09:56:48,93
7658,Position,2016-06-21 09:56:48,40
7659,ProductReference,2016-06-21 09:56:48,452
7660,ProductCategory,2016-06-21 09:56:48,85
7661,User,2016-06-21 09:56:48,95
7662,User,2016-06-21 09:56:48,96
7663,Material,2016-06-21 09:56:52,1359
7664,Material,2016-06-21 09:56:52,1360
7665,Material,2016-06-21 09:56:53,1361
7666,Material,2016-06-21 09:56:53,1362
7667,Location,2016-06-21 09:56:53,94
7668,Location,2016-06-21 09:56:53,95
7669,Position,2016-06-21 09:56:53,41
7670,ProductReference,2016-06-21 09:56:53,453
7671,ProductCategory,2016-06-21 09:56:53,86
7672,User,2016-06-21 09:56:53,97
7673,User,2016-06-21 09:56:53,98
7674,Material,2016-06-21 09:56:54,1363
7675,Material,2016-06-21 09:56:54,1364
7676,Material,2016-06-21 09:56:55,1365
7677,Material,2016-06-21 09:56:55,1366
7678,Location,2016-06-21 09:56:55,96
7679,Location,2016-06-21 09:56:55,97
7680,Position,2016-06-21 09:56:55,42
7681,ProductReference,2016-06-21 09:56:55,454
7682,ProductCategory,2016-06-21 09:56:55,87
7683,User,2016-06-21 09:56:55,99
7684,User,2016-06-21 09:56:55,100
7685,Material,2016-06-21 09:56:57,1367
7686,Material,2016-06-21 09:56:57,1368
7687,Material,2016-06-21 09:56:57,1369
7688,Material,2016-06-21 09:56:57,1370
7689,Location,2016-06-21 09:56:57,98
7690,Location,2016-06-21 09:56:57,99
7691,Position,2016-06-21 09:56:57,43
7692,ProductReference,2016-06-21 09:56:57,455
7693,ProductCategory,2016-06-21 09:56:57,88
7694,User,2016-06-21 09:56:58,101
7695,User,2016-06-21 09:56:58,102
7696,OpBorrowing,2016-06-21 09:56:59,3346
7697,Material,2016-06-21 09:56:59,1371
7698,OpBorrowing,2016-06-21 09:56:59,3347
7699,Material,2016-06-21 09:56:59,1372
7700,Material,2016-06-21 09:56:59,1373
7701,Material,2016-06-21 09:56:59,1374
7702,Location,2016-06-21 09:57:00,100
7703,Location,2016-06-21 09:57:00,101
7704,Position,2016-06-21 09:57:00,44
7705,ProductReference,2016-06-21 09:57:00,456
7706,ProductCategory,2016-06-21 09:57:00,89
7707,User,2016-06-21 09:57:00,103
7708,User,2016-06-21 09:57:00,104
7709,Material,2016-06-21 09:57:01,1375
7710,Material,2016-06-21 09:57:01,1376
7711,Material,2016-06-21 09:57:02,1377
7712,Material,2016-06-21 09:57:02,1378
7713,Location,2016-06-21 09:57:02,102
7714,Location,2016-06-21 09:57:02,103
7715,Position,2016-06-21 09:57:02,45
7716,ProductReference,2016-06-21 09:57:02,457
7717,ProductCategory,2016-06-21 09:57:02,90
7718,User,2016-06-21 09:57:02,105
7719,User,2016-06-21 09:57:02,106
7720,OpMoving,2016-06-21 09:57:28,1
7721,OpMoving,2016-06-21 09:57:28,2
7722,Material,2016-06-21 09:57:04,1379
7723,Material,2016-06-21 09:57:04,1380
7724,Material,2016-06-21 09:57:04,1381
7725,Material,2016-06-21 09:57:04,1382
7726,Location,2016-06-21 09:57:04,104
7727,Location,2016-06-21 09:57:04,105
7728,Position,2016-06-21 09:57:04,46
7729,ProductReference,2016-06-21 09:57:04,458
7730,ProductCategory,2016-06-21 09:57:04,91
7731,User,2016-06-21 09:57:04,107
7732,User,2016-06-21 09:57:04,108
7733,OpSending,2016-06-21 09:57:06,5
7734,Material,2016-06-21 09:57:06,1383
7735,OpSending,2016-06-21 09:57:06,6
7736,Material,2016-06-21 09:57:06,1384
7737,Material,2016-06-21 09:57:06,1385
7738,Material,2016-06-21 09:57:06,1386
7739,Location,2016-06-21 09:57:06,106
7740,Location,2016-06-21 09:57:07,107
7741,Position,2016-06-21 09:57:07,47
7742,ProductReference,2016-06-21 09:57:07,459
7743,ProductCategory,2016-06-21 09:57:07,92
7744,User,2016-06-21 09:57:07,109
7745,User,2016-06-21 09:57:07,110
7746,Material,2016-06-21 09:57:08,1387
7747,Material,2016-06-21 09:57:08,1388
7748,Material,2016-06-21 09:57:08,1389
7749,Material,2016-06-21 09:57:09,1390
7750,Location,2016-06-21 09:57:09,108
7751,Location,2016-06-21 09:57:09,109
7752,Position,2016-06-21 09:57:09,48
7753,ProductReference,2016-06-21 09:57:09,460
7754,ProductCategory,2016-06-21 09:57:09,93
7755,User,2016-06-21 09:57:09,111
7756,User,2016-06-21 09:57:09,112
7757,Material,2016-06-21 09:57:10,1391
7758,Material,2016-06-21 09:57:10,1392
7759,Material,2016-06-21 09:57:10,1393
7760,Material,2016-06-21 09:57:11,1394
7761,Location,2016-06-21 09:57:11,110
7762,Location,2016-06-21 09:57:11,111
7763,Position,2016-06-21 09:57:11,49
7764,ProductReference,2016-06-21 09:57:11,461
7765,ProductCategory,2016-06-21 09:57:11,94
7766,User,2016-06-21 09:57:11,113
7767,User,2016-06-21 09:57:11,114
7768,Material,2016-06-21 09:57:14,1395
7769,Material,2016-06-21 09:57:14,1396
7770,Material,2016-06-21 09:57:15,1397
7771,Material,2016-06-21 09:57:15,1398
7772,Location,2016-06-21 09:57:15,112
7773,Location,2016-06-21 09:57:15,113
7774,Position,2016-06-21 09:57:15,50
7775,ProductReference,2016-06-21 09:57:15,462
7776,ProductCategory,2016-06-21 09:57:15,95
7777,User,2016-06-21 09:57:15,115
7778,User,2016-06-21 09:57:15,116
7779,Material,2016-06-21 09:57:16,1399
7780,Material,2016-06-21 09:57:17,1400
7781,Material,2016-06-21 09:57:17,1401
7782,Material,2016-06-21 09:57:17,1402
7783,Location,2016-06-21 09:57:17,114
7784,Location,2016-06-21 09:57:17,115
7785,Position,2016-06-21 09:57:17,51
7786,ProductReference,2016-06-21 09:57:17,463
7787,ProductCategory,2016-06-21 09:57:17,96
7788,User,2016-06-21 09:57:17,117
7789,User,2016-06-21 09:57:17,118
7790,Material,2016-06-21 09:57:18,1403
7791,Material,2016-06-21 09:57:19,1404
7792,Material,2016-06-21 09:57:19,1405
7793,Material,2016-06-21 09:57:19,1406
7794,Location,2016-06-21 09:57:19,116
7795,Location,2016-06-21 09:57:19,117
7796,Position,2016-06-21 09:57:19,52
7797,ProductReference,2016-06-21 09:57:19,464
7798,ProductCategory,2016-06-21 09:57:19,97
7799,User,2016-06-21 09:57:19,119
7800,User,2016-06-21 09:57:19,120
7801,Material,2016-06-21 09:57:20,1407
7802,Material,2016-06-21 09:57:21,1408
7803,Material,2016-06-21 09:57:21,1409
7804,Material,2016-06-21 09:57:21,1410
7805,Location,2016-06-21 09:57:21,118
7806,Location,2016-06-21 09:57:21,119
7807,Position,2016-06-21 09:57:21,53
7808,ProductReference,2016-06-21 09:57:21,465
7809,ProductCategory,2016-06-21 09:57:21,98
7810,User,2016-06-21 09:57:21,121
7811,User,2016-06-21 09:57:21,122
7812,Location,2016-06-21 09:57:22,120
7813,Position,2016-06-21 09:57:22,54
7814,Material,2016-06-21 09:57:23,1416
7815,Material,2016-06-21 09:57:23,1411
7816,Material,2016-06-21 09:57:23,1412
7817,Material,2016-06-21 09:57:23,1413
7818,Material,2016-06-21 09:57:23,1414
7819,Material,2016-06-21 09:57:24,1415
7820,Location,2016-06-21 09:57:24,121
7821,Location,2016-06-21 09:57:24,122
7822,Position,2016-06-21 09:57:24,55
7823,Position,2016-06-21 09:57:24,56
7824,ProductReference,2016-06-21 09:57:24,466
7825,ProductReference,2016-06-21 09:57:24,468
7826,ProductReference,2016-06-21 09:57:24,467
7827,ProductCategory,2016-06-21 09:57:24,99
7828,ProductCategory,2016-06-21 09:57:24,100
7829,OpMoving,2016-06-21 09:57:25,3
7830,Material,2016-06-21 09:57:25,1417
7831,Material,2016-06-21 09:57:25,1418
7832,Material,2016-06-21 09:57:25,1419
7833,Material,2016-06-21 09:57:25,1420
7834,Material,2016-06-21 09:57:25,1421
7835,Location,2016-06-21 09:57:25,123
7836,Location,2016-06-21 09:57:25,124
7837,Position,2016-06-21 09:57:26,57
7838,Position,2016-06-21 09:57:26,58
7839,ProductReference,2016-06-21 09:57:26,469
7840,ProductReference,2016-06-21 09:57:26,471
7841,ProductReference,2016-06-21 09:57:26,470
7842,ProductCategory,2016-06-21 09:57:26,101
7843,ProductCategory,2016-06-21 09:57:26,102
7844,Material,2016-06-21 09:57:33,1427
7845,Material,2016-06-21 09:57:34,1422
7846,Material,2016-06-21 09:57:34,1423
7847,Material,2016-06-21 09:57:34,1424
7848,Material,2016-06-21 09:57:34,1425
7849,Material,2016-06-21 09:57:34,1426
7850,Location,2016-06-21 09:57:34,125
7851,Location,2016-06-21 09:57:34,126
7852,Position,2016-06-21 09:57:34,59
7853,Position,2016-06-21 09:57:34,60
7854,ProductReference,2016-06-21 09:57:35,472
7855,ProductReference,2016-06-21 09:57:35,474
7856,ProductReference,2016-06-21 09:57:35,473
7857,ProductCategory,2016-06-21 09:57:35,103
7858,ProductCategory,2016-06-21 09:57:35,104
7859,Material,2016-06-21 09:57:36,1433
7860,Material,2016-06-21 09:57:36,1428
7861,Material,2016-06-21 09:57:36,1429
7862,Material,2016-06-21 09:57:36,1430
7863,Material,2016-06-21 09:57:36,1431
7864,Material,2016-06-21 09:57:37,1432
7865,Location,2016-06-21 09:57:37,127
7866,Location,2016-06-21 09:57:37,128
7867,Position,2016-06-21 09:57:37,61
7868,Position,2016-06-21 09:57:37,62
7869,ProductReference,2016-06-21 09:57:37,475
7870,ProductReference,2016-06-21 09:57:37,477
7871,ProductReference,2016-06-21 09:57:37,476
7872,ProductCategory,2016-06-21 09:57:37,105
7873,ProductCategory,2016-06-21 09:57:37,106
7874,MaterialSet,2016-06-21 09:57:37,17
7875,ProductReference,2016-06-21 09:57:37,478
7876,ProductReference,2016-06-21 09:57:37,479
7877,ProductCategory,2016-06-21 09:57:37,107
7878,Location,2016-06-21 09:57:37,129
7879,Position,2016-06-21 09:57:40,66
7880,Position,2016-06-21 09:57:40,65
7881,Position,2016-06-21 09:57:40,64
7882,Position,2016-06-21 09:57:40,63
7883,Position,2016-06-21 09:57:40,69
7884,Position,2016-06-21 09:57:40,68
7885,Position,2016-06-21 09:57:40,67
7886,Location,2016-06-21 09:57:40,130
7887,Location,2016-06-21 09:57:40,131
7888,Position,2016-06-21 09:57:40,72
7889,Position,2016-06-21 09:57:41,71
7890,Position,2016-06-21 09:57:41,70
7891,ProductCategory,2016-06-21 09:57:41,109
7892,ProductCategory,2016-06-21 09:57:41,108
7893,ProductCategory,2016-06-21 09:57:41,111
7894,ProductCategory,2016-06-21 09:57:41,112
7895,ProductCategory,2016-06-21 09:57:41,110
7896,ProductReference,2016-06-21 09:57:41,480
7897,ProductCategory,2016-06-21 09:57:41,113
