3,5,2
5,5,2
8,6,2
11,6,2
12,6,2
15,6,2
16,5,2
17,5,2
18,5,2
19,5,2
3,5,2
5,5,2
8,6,2
11,6,2
12,6,2
15,6,2
16,5,2
17,5,2
18,5,2
19,5,2
3,5,2
5,5,2
8,6,2
11,6,2
12,6,2
15,6,2
16,5,2
17,5,2
18,5,2
19,5,2
3,5,2
5,5,2
8,6,2
11,6,2
12,6,2
15,6,2
16,5,2
17,5,2
18,5,2
19,5,2
3,5,2
5,5,2
8,6,2
11,6,2
12,6,2
15,6,2
16,5,2
17,5,2
18,5,2
19,5,2
